id,amount,currency,state,date
E4329455463869123,1805.15,USD,oklahoma,8/21/2007 15:14
A5947921741251974,1356.05,EUR,quebec,2/11/2007 8:35
Q3571273040603904,1516.37,USD,hessen,8/9/2007 21:42
I2306673082734988,1658.92,USD,greater london,2/10/2007 15:29
V7099812863842376,15.1,USD,california,5/12/2007 8:33
B5416424586885695,1729.99,USD,illinois,7/21/2007 0:26
R1221511799303794,1796.4,USD,california,9/14/2007 9:50
R3422256120215798,394.05,USD,minnesota,4/11/2007 14:58
N1829338791229602,246.96,ARS,california,3/24/2007 16:11
V6687640457377366,971.35,USD,greater london,5/26/2007 23:34
A5597289122461174,1694.63,USD,massachusetts,2/22/2007 20:50
T7406546229385561,1508.52,USD,none,3/11/2007 7:17
O2780728289341153,1653.91,USD,california,7/4/2007 14:42
G5231379248922246,1971.29,USD,oregon,3/3/2007 5:29
Z6029851858064502,1774.2,USD,greater london,4/17/2007 2:44
G3186820331611772,57.93,USD,quebec,4/23/2007 16:53
S3652928433131784,545.53,ISK,washington,8/27/2007 16:30
F4947101831416547,322.37,USD,new york,3/1/2007 19:37
O8465318085949683,199.09,USD,none,1/6/2008 20:06
H1039318847097132,770.91,USD,british columbia,2/11/2007 0:56
E4613576734755978,1308.62,PLN,ontario,6/8/2007 6:49
S3341890315857598,1720.36,USD,monaco,5/11/2007 23:34
W2359480279464991,1749.8,AUD,ohio,4/8/2007 1:41
D4028129672911842,1104.96,USD,oregon,3/3/2007 6:25
Q3385169844076366,1440.93,USD,maharashtra,3/13/2007 8:44
Y9189565685851153,842.7,USD,missouri,7/10/2007 14:23
I4208714822921168,1277.82,USD,arkansas,3/14/2007 20:01
X4250324876508039,910.33,USD,ontario,5/12/2007 8:29
Q2252168888561908,990.13,USD,utah,9/27/2007 1:39
Q5481559216509133,836.5,USD,minnesota,3/16/2007 0:48
L6218887290797223,1590.34,EUR,milano,4/7/2007 19:41
J5737397964911978,1462.3,EUR,colorado,8/16/2007 14:44
X2821285840602153,1153.82,USD,california,6/24/2007 7:31
E8766278574811724,8.97,USD,rio de janeiro,7/12/2007 12:55
S4233745235591469,1291.33,USD,washington,3/14/2007 13:21
N2393891966632606,595.4,USD,new york,1/13/2008 5:54
V6124419699978577,1000.23,USD,iowa,8/9/2007 17:46
I5183894665886565,50.01,USD,ontario,3/13/2007 4:52
N2710772687371635,389.96,USD,ohio,9/9/2007 7:02
J4810460091271712,1473.13,EUR,illinois,7/31/2007 15:17
X8209798980968784,867.19,EUR,new york,5/14/2007 2:59
Y4818497258708385,1614.38,USD,virginia,3/10/2007 20:14
Q9815380774076757,1687.74,USD,indiana,6/17/2007 0:16
X2690126320839749,1521.82,USD,new york,2/10/2007 13:23
J3644121290343734,1147.85,USD,michigan,5/9/2007 22:02
G7514274091471187,171.48,USD,washington,2/17/2007 2:59
R5447172259991811,1997.11,USD,california,4/27/2007 19:38
H7496504228966491,554.68,USD,colorado,3/2/2007 21:42
D2225988957497085,1432.7,USD,florida,5/27/2007 8:05
H6975534574602200,592.14,USD,arizona,2/10/2007 21:57
R9907183867851256,512.2,USD,paris,7/10/2007 18:14
T1924229668345637,1854.52,USD,sachsen-anhalt,11/1/2007 15:46
E8246816980201181,1416.99,USD,virginia,3/8/2007 18:52
L8687802650231540,671.77,GBP,california,3/15/2007 4:21
E2949713516884753,905.18,USD,wisconsin,9/14/2007 21:04
F3397517864371473,637.35,NZD,massachusetts,7/17/2007 7:12
Z3948276184654388,855.2,USD,new south wales,5/5/2007 19:25
Y3303538813027236,1811.38,USD,barcelona,2/22/2007 15:44
Q9203791649907990,1134.98,USD,maryland,6/22/2007 21:52
F1539327599972749,1158.25,USD,alabama,3/31/2007 4:40
W5210386981114775,1107.4,USD,florida,10/20/2007 22:19
F6448936819589241,1959.54,USD,none,3/7/2007 1:40
K4462798652283216,266.81,USD,sheffield,2/28/2007 7:31
T5445926244483021,170.35,USD,new york,4/5/2007 11:14
I4525406835033141,734.97,USD,california,3/23/2007 3:26
Z5455625385573618,1000.23,EUR,california,3/6/2007 13:34
S7079810856358653,366.91,USD,wisconsin,3/22/2007 19:12
Z9625235295211608,321.14,EUR,michigan,4/23/2007 9:44
W1529506024363653,296.05,USD,dublin,2/28/2007 21:00
L4648514661365816,1680.03,USD,georgia,7/28/2007 14:31
W1734451440719388,1493.78,USD,colorado,12/4/2007 13:37
U8492692986336527,1499.95,USD,greater london,2/26/2007 22:17
S9979900870635453,1156.45,USD,new york,5/31/2007 20:52
L1854626775686420,1608.15,USD,massachusetts,10/20/2007 19:09
P4129744434976588,1901.41,EUR,connecticut,2/18/2007 22:08
Y6529449614579013,673.01,USD,rio grande do sul,2/18/2007 2:03
X7897401256367479,1933.12,CAD,none,12/31/2007 11:33
B4810225515394472,821.82,CHF,nevada,5/6/2007 13:53
D2070832484835409,1278.13,USD,karnataka,2/23/2007 0:13
T3524549140622530,1418.4,USD,hessen,3/30/2007 14:14
S8107349288887461,540.9,GBP,indiana,4/12/2007 1:35
F5069105497067247,1295.23,USD,british columbia,7/10/2007 17:14
E7906702186072305,1299.65,EUR,texas,3/30/2007 15:42
V2813789243436619,56.3,USD,jihomoravsky kraj,7/17/2007 2:42
R1370190946216673,863.24,USD,alpes-maritimes,2/11/2007 2:25
N1468567678488228,450.39,KRW,arizona,6/5/2007 9:58
Q8058424119607015,538.8,CAD,florida,6/7/2007 19:01
J5887670455751527,1068.84,USD,sheffield,7/5/2007 3:47
I9711627520326774,529.35,USD,pennsylvania,11/7/2007 18:21
R6998360885983568,278.81,CAD,rhode island,2/28/2007 14:17
F9765617496499499,1845.16,CLP,california,8/9/2007 21:24
G5651924099342691,300.03,USD,new york,1/25/2008 1:59
F8372769143646057,240.61,USD,michigan,10/19/2007 8:25
T8487278910554434,1626.01,GBP,michigan,4/18/2007 1:54
L4762198010704720,333.22,USD,hamerkaz,11/7/2007 17:06
K6596232280516278,734.72,CAD,tokyo,3/9/2007 8:40
P8403295964355853,1970.83,DKK,ontario,3/19/2007 2:07
R8237515871955649,1382.14,GBP,florida,6/7/2007 23:40
A2405762726174514,1966.17,USD,quebec,6/3/2007 8:36
H8528537617078284,772.12,USD,krung thep,9/22/2007 19:51
P2228399588022386,1271.25,USD,south dakota,4/29/2007 2:10
H4836671565008435,600.37,USD,birmingham,6/19/2007 7:21
F1659427048127863,892.48,USD,texas,2/12/2007 9:20
K4294277275478661,867.52,BRL,texas,8/26/2007 8:37
O1816494286145892,1266.39,USD,new york,6/26/2007 6:57
D1166464686057909,1166.66,GBP,north carolina,4/5/2007 23:34
X1452956648572885,664.62,EUR,nebraska,4/12/2007 5:43
J6971350315497874,1965.08,USD,rhode island,5/30/2007 6:29
Q4037102397194080,571.5,USD,hamburg,5/29/2007 22:01
F9282254094304467,1773.95,CLP,california,3/19/2007 5:50
C5594256084468324,681.79,USD,hauts-de-seine,4/30/2007 4:06
S2747967073549095,1812.6,USD,indiana,3/4/2007 21:05
F5765466460502248,1807.95,USD,zuerich,3/6/2007 16:37
R7322169229605152,1200.22,USD,ontario,6/22/2007 23:58
B3456130764511024,146.59,USD,florida,3/17/2007 17:08
U8380523513214654,1428.48,USD,california,3/18/2007 20:26
C1138278042458432,1858.47,USD,nevada,4/6/2007 9:51
A1936904561746184,1054.99,USD,wisconsin,2/21/2007 5:17
O3895800624746746,325.65,USD,ontario,2/16/2007 20:08
O6727417715062810,1937.94,USD,california,8/22/2007 0:26
N5063440689265190,416.84,USD,north dakota,5/19/2007 18:31
F3812731458984058,584.41,CAD,texas,5/29/2007 21:50
D6960110543105746,67.13,EUR,maryland,4/4/2007 8:50
J7435452190195620,290.02,CAD,region metropolitana,6/1/2007 5:04
Z3561415898722455,1484.98,EUR,milano,11/7/2007 9:52
Y5313672429323870,1153.88,JPY,noord-holland,2/14/2007 16:21
L8266726977358964,757.43,HKD,new south wales,2/28/2007 23:31
S9628274764672011,1854.57,AUD,michigan,3/6/2007 16:32
S6395924991149838,639.33,NOK,california,4/16/2007 3:52
M9944402478458760,439.72,USD,akita,2/11/2007 3:59
B8266394341806659,759.75,USD,west virginia,3/13/2007 5:48
H1448724863015568,1748.59,USD,california,2/12/2007 6:13
V5386988333789400,1777.08,USD,birmingham,6/5/2007 6:15
Q3244324399421974,271.63,USD,georgia,7/15/2007 1:49
C5143334070742876,227.13,USD,michigan,2/22/2007 9:43
K8859403214612416,1089.89,USD,ohio,5/1/2007 9:48
D1217504489959901,963.04,USD,california,3/3/2007 6:20
N3954728484038434,1380.86,JPY,florida,10/29/2007 21:05
K9937676776617016,1227.95,EUR,maryland,8/10/2007 0:42
I3478605038826749,1679.02,USD,alaska,2/19/2007 8:13
L4252495459271033,1929.73,USD,ohio,3/26/2007 11:16
X6811519260524820,556.49,USD,texas,3/28/2007 22:59
C1300325799586611,354.14,USD,ontario,7/5/2007 0:32
F8377308975493409,779.86,USD,georgia,2/11/2007 0:14
X2881591534655033,496.74,USD,washington,2/21/2007 6:58
S9273770532173622,640.55,USD,ontario,4/17/2007 9:38
P2363925511803144,101.59,USD,tennessee,5/10/2007 8:01
K4735985095117488,1296.88,BRL,california,4/12/2007 3:34
Y6138259574696915,1532.76,USD,distrito federal,2/26/2007 6:41
X6724969321216733,177.56,CAD,nevada,4/11/2007 9:45
J7561283075636761,1872.65,USD,greater london,2/11/2007 3:11
T7475803776207632,539.88,USD,san salvador,2/10/2007 15:59
H8092461495125169,1016.83,USD,iowa,7/30/2007 21:45
E3274654599219941,684.84,USD,new york,2/23/2007 1:51
Y6207881829726527,1829.67,USD,illinois,2/26/2007 6:23
E3616249774988631,387.58,USD,san salvador,8/5/2007 7:10
V6752584457266917,208.68,USD,new york,2/27/2007 6:57
V5233603050803292,1195.43,EUR,new york,2/26/2007 6:05
X4568939715792682,976.57,USD,pennsylvania,3/18/2007 16:00
Y8390574379923867,126.99,USD,maryland,4/8/2007 4:56
H7513257371721032,1086.33,USD,sheffield,2/10/2007 13:16
S6196136763605842,1976.68,USD,madrid,2/10/2007 16:29
T4646829551667629,473.78,USD,hawaii,3/30/2007 19:56
S7432943939346734,1725.46,CAD,bahia,8/19/2007 9:42
G6658973115342679,888.48,GBP,california,2/17/2007 6:47
S1824959958228270,1487.18,USD,greater london,5/21/2007 15:38
Z5072392147433088,1175.26,USD,baden-wuerttemberg,4/9/2007 19:48
H9581892544553904,963.55,AUD,new york,3/6/2007 22:07
R5380121627412396,1920.59,USD,florida,2/10/2007 21:41
V2026851127319020,1695.14,USD,massachusetts,2/10/2007 14:58
U8050563140625016,564.2,CAD,louisiana,10/2/2007 17:46
N4352699093669115,1499.19,USD,new york,11/2/2007 4:20
W1881190135244379,494.81,USD,delaware,10/29/2007 22:47
C5542665534758946,776.61,EUR,massachusetts,9/1/2007 12:00
Q7315816624676043,1832.62,USD,pennsylvania,3/10/2007 0:21
A5764884791442968,16.32,USD,georgia,11/24/2007 4:47
E2371619860272509,523.03,USD,georgia,11/1/2007 9:17
O4235444515028690,908.91,USD,new york,10/3/2007 0:45
R5239941190095682,1572.6,GBP,madrid,2/10/2007 16:40
A8348627822468758,934.04,USD,maryland,4/18/2007 5:34
R3203990931009850,1982.37,USD,illinois,8/9/2007 15:49
M2805697765807139,1052.34,USD,wisconsin,2/14/2007 13:50
S5754966069903540,850.47,USD,ar riyad,10/29/2007 1:39
G7193494960853234,430.93,KRW,south carolina,2/19/2007 15:49
V8687880858618050,652.22,EUR,alberta,6/30/2007 20:01
X4460288176411995,1963.11,USD,oregon,7/15/2007 5:56
W5837103225023911,1393.71,GBP,texas,2/11/2007 4:41
J4793977759838934,203.0,USD,ceredigion,4/7/2007 11:38
J4994263137196811,14.38,GBP,new york,2/11/2007 2:13
U4744178555345978,845.69,EUR,kentucky,4/17/2007 13:38
U1010556024582486,656.53,EUR,ad dawhah,9/18/2007 21:35
N3077745623563866,47.43,USD,illinois,2/19/2007 9:14
H3694334287478762,387.6,GBP,oregon,5/19/2007 23:37
O4803875353642437,1564.85,USD,arizona,3/24/2007 18:35
B2456326423078639,1016.22,USD,texas,8/9/2007 21:07
O9612941818339670,1953.33,USD,new york,3/12/2007 11:32
Y1203306090543785,1763.78,USD,bucuresti,9/2/2007 18:18
J1758855495924427,119.82,EUR,florida,3/17/2007 3:33
E4821383889995761,710.29,NOK,kentucky,4/8/2007 4:38
K2156855432568805,1056.57,USD,t'ai-pei,5/17/2007 22:52
G5895900677186585,828.62,USD,new mexico,10/11/2007 10:01
Y3659700610025153,403.03,GBP,none,4/18/2007 4:49
I9500920177775631,1194.87,BRL,limerick,3/30/2007 22:29
G4976947582768130,566.07,USD,birmingham,9/1/2007 12:46
C9751225082669188,1236.4,USD,pennsylvania,11/25/2007 13:20
T5537858380451502,92.17,GBP,florida,3/30/2007 9:12
S6927939271437803,408.99,CAD,bucuresti,3/7/2007 6:24
V2855180567765130,734.18,USD,new york,5/16/2007 23:05
I6722268487113388,972.83,EUR,georgia,5/26/2007 7:39
F7025566073099251,1776.82,USD,florida,5/29/2007 15:25
I6359443571726618,437.13,TWD,ontario,9/3/2007 0:58
R5829670245892753,547.83,USD,california,4/9/2007 8:42
O1549338118686879,166.0,USD,arizona,3/27/2007 12:24
X6275610488777424,556.82,EUR,massachusetts,3/1/2007 0:36
X4637197591356928,916.2,USD,greater london,5/5/2007 15:40
R1341840986222532,1336.84,CAD,florida,2/10/2007 18:47
Z2757484636754383,1776.67,USD,new jersey,4/12/2007 6:12
I5430768055408756,1340.99,SEK,district of columbia,2/11/2007 5:15
C6082744468306020,1425.72,USD,california,6/11/2007 0:13
B4597608932885810,108.73,USD,massachusetts,4/2/2007 2:06
M8880265360818215,1209.8,USD,quebec,3/23/2007 3:08
V2892354616721040,23.39,USD,california,6/3/2007 6:21
K4456670545204224,533.31,EUR,national capital region,2/11/2007 8:52
U1931927016907801,692.56,USD,northern cape,8/5/2007 8:53
D7266566586017629,837.45,USD,ontario,7/28/2007 17:56
Z2588978314225870,1191.17,USD,arizona,10/11/2007 22:18
Y2726246854736143,1359.5,USD,pennsylvania,6/3/2007 4:55
C4347958511085344,68.64,USD,none,5/26/2007 10:19
U8667488122401558,362.04,USD,ohio,9/27/2007 8:11
B4863763964175227,133.92,USD,rhone,6/30/2007 18:34
C7148376365562410,486.9,CHF,alabama,3/3/2007 11:37
C1739382216025454,1003.09,USD,nevada,5/29/2007 14:52
E8811881750076890,1239.42,USD,california,3/30/2007 22:36
C3727208669828995,540.94,USD,michigan,9/19/2007 6:42
W7468859523632593,1650.25,USD,pennsylvania,3/19/2007 2:48
M2012403994445633,517.14,EUR,florida,8/28/2007 2:25
U3824814192522988,356.78,USD,greater london,3/22/2007 23:26
Z1557815055847859,202.23,CAD,greater london,4/21/2007 14:02
M4388539260486516,1509.47,USD,florida,6/22/2007 10:12
C3947263025824276,799.31,USD,california,2/27/2007 7:15
F1874560678962204,998.76,USD,florida,4/8/2007 4:39
I6272628034883665,258.67,USD,virginia,3/18/2007 0:32
X2207891568098001,993.34,USD,texas,12/19/2007 16:33
K9091865455372015,106.39,USD,alberta,5/1/2007 10:13
F3443506350057655,137.93,GBP,jamtlands lan,8/18/2007 21:17
U1964491891802490,1912.25,SGD,florida,3/9/2007 5:33
N5393206073505954,641.45,USD,distrito federal,6/8/2007 3:09
U6043805359562872,1599.67,GBP,pennsylvania,3/13/2007 5:30
H2070312617167527,101.99,USD,north carolina,5/2/2007 2:29
N3475380034068633,1777.12,USD,nordrhein-westfalen,2/13/2007 13:06
I2463115022691219,1357.29,USD,new york,4/20/2007 14:36
K8533669857723747,1010.89,USD,ille-et-vilaine,4/6/2007 11:16
V3064206056219454,333.29,USD,ohio,4/17/2007 21:01
R4709293897826657,722.74,USD,california,4/26/2007 18:59
A3941134181273380,1848.83,USD,district of columbia,3/10/2007 23:46
H9422953854198427,357.27,CAD,new jersey,5/27/2007 6:59
W4623209894789128,1953.85,USD,new south wales,2/10/2007 20:00
R3078616984257068,88.19,USD,barcelona,9/14/2007 22:24
J1569663172641644,895.73,USD,saskatchewan,3/9/2007 18:45
E5019186726435597,162.78,USD,connecticut,4/28/2007 11:54
Y3318141329977577,1826.92,USD,malopolskie,2/11/2007 2:36
Q5554134720167716,139.36,USD,washington,5/13/2007 23:14
O2052194969647951,1448.5,EUR,barcelona,3/18/2007 21:45
C3569258983106797,579.48,USD,illinois,2/18/2007 23:18
O9413465611326996,520.06,USD,new york,9/7/2007 2:43
F8991373113325622,1812.87,USD,texas,4/18/2007 2:53
M9893507688916890,181.73,GBP,hadarom,2/10/2007 12:28
Q9549394722205205,508.26,USD,indiana,2/19/2007 11:59
Z9152623266986204,1253.68,USD,new york,3/2/2007 13:23
D1874737457248080,259.54,USD,ohio,2/11/2007 4:23
Q8039641821916191,1788.5,USD,ontario,2/26/2007 15:01
G1243516051241110,633.82,CAD,missouri,3/9/2007 5:20
I9013696049358277,919.61,KRW,new york,7/7/2007 13:59
H4582125017742852,823.77,USD,illinois,2/25/2007 1:00
F3697402421813443,1460.08,USD,vastra gotalands lan,4/1/2007 15:03
R7528367434811091,1964.02,USD,val-de-marne,4/14/2007 11:12
S3470740059304411,421.77,ZAR,washington,2/10/2007 15:45
M2734135252372016,504.46,USD,wisconsin,6/23/2007 5:15
Y7394254891176453,418.55,USD,illinois,3/16/2007 23:23
M2892895452512392,827.71,USD,california,10/20/2007 13:33
I7482702972865373,467.64,EUR,novosibirskaya oblast',2/10/2007 18:00
O5570730296486683,857.0,USD,washington,2/15/2007 16:17
L5510382059849507,1433.64,USD,texas,7/4/2007 13:52
O1274277122701049,232.2,USD,new york,5/25/2007 14:01
H9667408145723907,1048.02,USD,ontario,2/20/2007 14:11
Z1550306680364546,1332.07,USD,shiga,6/30/2007 11:23
F5662914810251212,1016.52,CAD,california,3/16/2007 4:10
S4770315754836284,1647.58,USD,ohio,6/4/2007 13:44
Q7221210810567823,1926.6,RUB,michigan,8/26/2007 5:06
J7964566427611941,690.47,USD,massachusetts,6/17/2007 0:57
R9359131715522423,505.05,USD,california,7/13/2007 13:44
C3761409743272121,702.49,USD,midtjylland,2/10/2007 23:58
S8862515365506724,610.75,CAD,overijssel,8/6/2007 7:10
N5919489892391479,1868.1,USD,indiana,2/11/2007 0:08
K4884357573929565,382.49,KRW,california,2/16/2007 19:24
F3620998588883855,377.72,USD,california,11/1/2007 15:05
J7765265989171624,1007.0,USD,washington,2/22/2007 11:00
O4582937599902330,1802.82,USD,florida,5/10/2007 1:53
C5488677480193370,1367.2,USD,ontario,4/17/2007 3:01
A1873157842535306,1095.48,USD,illinois,3/27/2007 0:01
G3099543971082528,1202.97,USD,texas,3/2/2007 16:38
Z3452692991528219,672.98,USD,michigan,2/23/2007 20:14
Q5534575316385694,401.2,USD,greater london,2/10/2007 22:29
E8616143247898469,552.27,USD,uusimaa,5/21/2007 23:35
L4203621116559005,107.67,USD,tokyo,2/10/2007 17:50
Y9005492519834122,546.57,EUR,bouches-du-rhone,4/19/2007 20:18
S6586770749798358,1609.45,EUR,california,6/25/2007 18:27
J4226393578565408,516.27,JPY,texas,11/24/2007 7:36
B5296579290468810,1092.47,GBP,victoria,9/6/2007 19:20
D1754542755367370,1159.69,AUD,sao paulo,3/13/2007 4:38
X8707509961267869,710.36,EUR,nebraska,3/10/2007 21:49
X1141485241226955,513.73,USD,new york,2/19/2007 22:47
F8668797980356477,244.53,USD,milano,2/12/2007 12:37
N8447265885505001,1677.15,AUD,vienne,3/20/2007 20:24
B8410937932409461,45.87,SEK,oregon,6/3/2007 5:10
W5603471939653140,192.22,USD,manchester,5/21/2007 16:11
J8124281182721525,1714.38,USD,ad dawhah,2/19/2007 19:36
M5924982195916437,1688.08,USD,south carolina,12/19/2007 10:53
K2753948373982558,670.32,USD,oregon,2/11/2007 1:18
D5896384410566818,251.05,CAD,western australia,2/22/2007 12:10
Y9077734170858704,280.85,GBP,north carolina,2/10/2007 15:34
I5651553064452985,1180.79,AUD,south carolina,2/19/2007 22:14
H6186727730968919,1009.02,USD,new york,3/27/2007 20:20
O3560524847521843,1175.38,USD,missouri,2/11/2007 8:01
B7086865211192683,114.12,USD,florida,5/29/2007 16:25
G1208228475418514,1927.42,GBP,national capital region,3/15/2007 7:09
J1981151279854273,1293.45,USD,new south wales,2/19/2007 0:47
R3086656612538737,1623.23,USD,new jersey,3/22/2007 22:11
B4445255556033505,1178.69,EUR,bucuresti,3/8/2007 1:51
D2608430417113540,796.95,USD,new york,2/10/2007 20:56
O1555501339773202,1992.71,USD,greater london,2/11/2007 5:31
V8378797492439513,950.88,USD,florida,2/10/2007 12:05
I4223871534613223,1096.08,USD,missouri,2/23/2007 6:05
W9478665313548847,1195.12,CAD,greater london,7/11/2007 8:45
H5718546773695107,1708.85,USD,new york,10/28/2007 11:12
G7609160014433115,18.78,USD,oklahoma,4/12/2007 5:17
L7322700954393852,818.31,USD,gyeonggi-do,3/28/2007 2:08
L9903712436602343,130.76,USD,north carolina,2/10/2007 12:15
U2590561521168603,543.4,USD,north carolina,2/11/2007 1:20
O6197196392077893,879.73,GBP,arizona,3/27/2007 19:33
L2084365174948180,500.18,USD,north carolina,4/3/2007 11:53
V6959609410862625,1008.5,USD,maryland,4/12/2007 2:11
F8123328231085082,908.74,EUR,manitoba,2/26/2007 21:48
G9823412188864368,1988.91,USD,new york,2/10/2007 17:45
X6337695636563615,1645.28,USD,new jersey,3/2/2007 9:33
Z5273767881712554,466.92,USD,western cape,2/27/2007 12:08
Q9007442843652907,1307.12,USD,victoria,7/25/2007 17:45
E6794311380142463,1693.43,USD,florida,2/10/2007 17:03
R1538390042642512,379.02,USD,district of columbia,4/26/2007 12:36
I1691233048076554,714.48,USD,alberta,2/10/2007 20:44
I7631871199173207,1408.88,USD,pernambuco,6/11/2007 15:33
K4115376633948419,593.64,USD,wisconsin,5/20/2007 20:45
C3315821626635122,1712.17,EUR,indiana,2/10/2007 18:05
F2148796091288400,1480.14,USD,bedford,2/25/2007 7:11
G9107364180478480,402.52,CAD,bayern,8/30/2007 4:22
W1504492621368992,1087.36,USD,ontario,2/27/2007 4:07
V9286960489806054,1943.33,USD,florida,3/17/2007 14:13
V7121224434948753,1848.0,USD,calvados,5/26/2007 12:51
P7519626512313118,1888.65,USD,south carolina,3/22/2007 18:19
L3471234854702678,453.16,USD,missouri,2/11/2007 4:36
J9299145185677966,447.85,EUR,oklahoma,2/28/2007 16:35
I6097836868387733,1613.61,USD,connecticut,6/1/2007 2:15
G4964154365236998,1724.18,USD,connecticut,3/31/2007 16:28
K7978428167215961,453.24,USD,illinois,2/10/2007 18:42
G9529701293979055,863.28,CAD,midtjylland,4/16/2007 9:04
Y7932885517722456,264.69,USD,aichi,11/7/2007 12:23
D8725302975753177,301.31,USD,california,3/22/2007 13:02
O8486606156667598,959.51,USD,ostergotlands lan,7/4/2007 2:33
S2988839171151555,596.08,USD,oregon,4/24/2007 5:40
X4965857835522780,1561.03,USD,nordrhein-westfalen,3/2/2007 12:34
N2488363474955108,1548.93,USD,california,6/12/2007 2:33
O4666909971543176,1327.51,USD,ohio,2/10/2007 21:12
Y6939337314899294,1262.1,USD,pennsylvania,5/21/2007 20:40
Q5580213210978525,1932.61,NOK,tennessee,3/3/2007 3:38
J7216250312366886,1002.92,GBP,western cape,2/10/2007 13:26
Q1894712247856719,1744.67,SEK,pennsylvania,4/14/2007 22:48
Q7868832452466775,208.34,USD,ohio,3/31/2007 14:22
C5819766516524504,1607.74,USD,new york,6/3/2007 1:03
O7638416914951849,1174.66,CAD,rio de janeiro,7/22/2007 23:47
B5690540896656867,1965.61,USD,alberta,7/5/2007 0:33
S6190115329293563,522.12,SGD,hamburg,7/21/2007 5:09
K9231384471801991,555.58,USD,missouri,2/13/2007 1:24
J9484826963822452,1190.29,KRW,new york,7/14/2007 6:02
U1846224735414922,138.86,TWD,zuerich,9/1/2007 12:01
T5889857327992202,1671.45,USD,verona,2/23/2007 1:58
U3843388876202229,1758.67,USD,ontario,10/12/2007 1:57
Y4742465423896256,523.82,CAD,maryland,2/10/2007 19:40
T7604983294743432,415.73,KRW,new jersey,2/10/2007 13:37
M8219458444382321,79.71,USD,arkansas,12/27/2007 2:41
O4059342628049506,883.65,CAD,bayern,3/6/2007 12:33
X7415811867453861,1962.8,USD,texas,6/18/2007 22:50
F3217847692438763,1847.8,USD,virginia,2/10/2007 23:57
C9140855288188335,1219.53,USD,california,3/6/2007 10:54
B2900120245553632,1171.85,GBP,wisconsin,9/5/2007 20:59
H3244366966347433,1467.84,USD,massachusetts,5/8/2007 12:53
R5357986515553229,1555.11,USD,texas,2/25/2007 22:17
A2229185168337374,575.22,GBP,greater london,9/30/2007 19:10
S5466459698722956,1497.67,CHF,neuquen,2/24/2007 13:21
L6343680984392298,605.12,USD,alberta,2/10/2007 11:01
P3490215399909270,480.71,USD,berlin,2/10/2007 19:35
M5062403660514479,974.92,USD,new york,2/10/2007 10:53
X5427325890554454,1607.12,GBP,nebraska,3/25/2007 4:19
S8587464341225156,851.53,USD,illinois,3/1/2007 7:06
R2346464587835026,1959.14,USD,massachusetts,2/11/2007 8:27
X6019276472637536,337.09,EUR,zuerich,4/5/2007 15:52
R1490717271907595,1745.12,JPY,syddanmark,4/16/2007 21:49
R3394312656989452,469.05,AUD,new south wales,2/26/2007 7:53
X5187485439814222,458.32,USD,podkarpackie,6/11/2007 3:03
J9270263336427902,1067.62,EUR,oklahoma,11/1/2007 9:54
L4431177924252644,92.42,USD,bradford,6/3/2007 3:21
T3952629285865241,1361.3,USD,california,10/21/2007 18:32
C3450585318888302,1524.66,USD,new york,3/10/2007 0:04
G4058772398786987,1302.01,USD,washington,4/7/2007 17:50
F4521715442622071,1114.71,NOK,new york,2/17/2007 19:51
M5775283896947867,1960.01,USD,western australia,4/23/2007 16:19
N9555733559615862,686.46,GBP,arizona,2/10/2007 20:37
I5269683353145547,1330.01,USD,colorado,5/31/2007 12:42
L1585999923396494,244.84,CAD,texas,2/27/2007 5:46
E1393327145132931,1382.81,GBP,florida,2/17/2007 7:42
Y5621423288919444,1235.36,USD,pennsylvania,2/11/2007 1:55
N9336931895445935,502.8,THB,portsmouth,4/11/2007 12:59
E6080850969165462,1523.09,RUB,colorado,6/10/2007 16:57
M1272502581855701,3.38,USD,north carolina,2/22/2007 4:51
O9240291895848973,64.45,USD,new jersey,12/15/2007 15:35
Z1607219180077485,992.97,USD,kentucky,5/1/2007 9:28
M8866729678865220,850.08,USD,seoul teukbyeolsi,9/3/2007 7:02
G7678685064294137,116.94,USD,ontario,2/10/2007 18:12
M5374668148608146,938.58,USD,new york,4/8/2007 6:17
L3183926031259786,1166.5,USD,michigan,2/24/2007 13:28
D3616604837443876,1650.92,USD,hovedstaden,4/22/2007 7:22
B9108392288335145,1845.35,EUR,maryland,2/13/2007 13:14
W1574339020972980,1204.27,EUR,ohio,9/23/2007 11:13
C3492790330533755,296.73,USD,oregon,2/14/2007 22:43
K3660775980988862,1618.96,USD,national capital region,3/30/2007 23:44
H3875472143936337,255.84,USD,washington,7/31/2007 4:03
T3214241540699953,662.15,USD,victoria,3/22/2007 7:53
I7333391553969404,1744.03,USD,arizona,2/11/2007 7:18
U7881109449102441,772.89,USD,western australia,3/14/2007 12:42
Z7890839380442813,1377.96,USD,north carolina,5/1/2007 23:25
R4137563961783221,796.09,USD,mississippi,5/29/2007 10:41
D4666690432146330,403.12,USD,new york,6/23/2007 9:20
R2865687530753324,98.66,GBP,kanagawa,8/19/2007 20:21
X5731923697058602,1733.62,CAD,california,8/19/2007 12:36
D3022982688221193,1727.01,USD,california,5/29/2007 14:35
F2302237398582504,1581.33,AUD,california,3/3/2007 11:33
B9181586895517237,934.56,USD,greater london,2/10/2007 13:45
L4988768949637500,1280.31,RUB,nordrhein-westfalen,2/14/2007 10:59
